,userID,itemID,reviewText,rating
1090,A1GYEGLX3P2Y7P,B0091146V8,"My husband and I love the convenience of K-cups, but don't love the little cups being thrown away, the cost or the fact they don't come in the local coffee roasts and tisane blends we drink.This works well for us. One of the issues with some of the screened cups we've tried is water going through too quickly making a weak cup of coffee. This works best for us with espresso ground beans tamped down lightly. Tisane and teas also need to be tamped lightly for full flavor.We haven't noticed grounds in our coffee. The filters cost about less than 10 cents each. A lot more affordable then k-cups and we get to buy our coffee locally.",4.0
1763,A3FBM0RMCMAABV,B00DBSGJ4E,"I found these to be delicious. They have a great texture and each pack doesn't have that one gross tasting one like the kind the kids eat. I'm great with grabbing a pouch when I feel like I just need a little snack. They are sweet, too sweet to make a complete slob out of myself. So I'm never in danger of eating the entire box.  Great flavor, great snack.",5.0
1544,A25C2M3QF9G7OQ,B00BJH59ZO,"I really liked these pretzels, more so than the twist version of the same brand. The thin sticks seemed to be more crunchy and less mealy in texture than the twists. The taste is excellent - just like a ""regular"" pretzel. As with the twist version, the salt content is spot on - not too much and not too little.Although I don't have a major problem eating gluten, I would certainly get these again instead of regular pretzels. The taste and perfect level of saltiness makes them a winner even if you don't need to avoid gluten in your diet.",5.0
1030,AAA0TUKS5VBSA,B008GZ1A7I,"Before using this sauce, I used another in the same line (Toasted Sesame with Ginger), which was bland and had a canned flavor, despite being in a pouch.  So, I approached this Marsala variety with trepidation.  However, I was pleasantly surprised!  The flavors were well balanced, it was not too salty, and it had a richness that belied how easy it was to make.  It was the key ingredient in the best dinner I've had in a while, and the price is reasonable.  Oh, and the mushrooms were yummy and had a good texture too!",5.0
155,A281NPSIMI1C2R,B001E4Q5GO,"Dear Santa,Since you read my reviewsI thought I'd tell you the newsI don't have a fireplace this yearBut never you fearA fireplace DVD I'll be runningAnd Christmas tunes I'll be hummingKnock three times on the back doorI'm sure that won't be too much of a choreDiet Hot Chocolate I'm making for youChocolate Oatmeal Cookies will also be newDon't forget presents for the catsThey will all be wearing little red hatsSo Santa dear for you I'll be waitingAll those special presents I'll be anticipatingI hope you don't mind that I wrote you this poemWell it seemed easier to reach you than by phonelove,meP.S. This cocoa mix is pretty good if you use two packets per mug of hot fat-free milk. For some reason this blends better in milk than water. If you whisk it it will also produce a pleasant foam on top. Or you could add some whipped cream. The whisk I use to blend this isRSVP Endurace Spring Whisk, 7-Inch. It fits nicely in most mugs and cups.",5.0
874,A3OXHLG6DIBRW8,B006J4MAHW,"This Nature's Path ""Love Crunch Premium Organic Granola, Dark Chocolate and Red Berries"" is the best tasting granola snack I have tried. This is a near perfect blend of granola, good chocolate overtones, and slightly tart berry flavor. This is good both as dry granola snack or with a little milk as a cereal. That being said, at 140 calories and 18 net carbs per 1/4 cup it really isn't something I can justify eating whenever a snack mood hits but it is a very nice treat on occasion.Our sample bag was gone within the hour of arriving at our house and my family has demanded I order more.Highly Recommended!CFH",5.0
435,A1UQBFCERIP7VJ,B003GTR8IO,"This coffee really has more of a vanilla scent than a vanilla taste. Adding a little vanilla flavoring to the pot gave it a more satisfying vanilla flavor. I was surprised to see that it is 100% Arabica beans as it is also a little bitter despite being a medium roast.Overall, a decent but not exciting cup of coffee without any chemical or artificial taste that flavored coffees sometimes have.Note that this product is not whole coffee beans but rather is already milled to what is called a ""universal grind"" which is intended for drip coffee makers.It seems like a long time ago that a pound of coffee was 16 oz. but I suppose that this 11 oz. ""one pound"" bag is appropriate company for those 64 oz. ""five pound"" bags of sugar and those 59 oz. ""half-gallons"" of orange juice that I have been seeing at the grocery store lately.I predict that 10 eggs will be sold as a ""dozen"" before long.",3.0
1678,A2YW1MG1GKU8XD,B00DBSFXLY,"These crackers have an amazing flavor! Chessy and a bit of tomato too.  Though the box shows a picture of a pepper, they are not spicy at all.  They are kind of thick like cheez-it crackers and very tender too.  Serving size is 18 crackers and that's about  a cup, but good luck stopping here! these crackers are highly addictive! Great snack and satisfying.Like with any other food item, I encourage you to read all ingredients and nutrition list before purchasing.  Other than that, very delicious, we are looking for them at the store already.",5.0
1449,A2V92F5R7MLCVI,B00APKBFK4,"This Knorr side dish will be a disappointment to those who immediately associate Thai or chili with hot spicy food. For those of who do not appreciate hot peppers you might like this. It is extremely sweet and does have the slightest bit of a spicy undertone. It is easy to fix - just add water, stir and simmer. You do not have to watch over it constantly.The one nice thing with this selection is that, unlike so many other Knorr side dishes I have tried, it was not watery. The sauce, what there was of it, was the right consistency and this was not a soupy pasta dish.  It's nice for a change and I wouldn't refuse to get it again, but not quite sure how far out of my way I would go to have it once more.",4.0
320,A1Z7Y2GMAP9SRY,B002D4DY8G,This is a nice treat.  We served it with a dollop of whipped cream on top.  Yum!!!,4.0
1828,AKMEY1BSHSDG7,B00DS842HS,"I've been reading about using organic extra virgin coconut oil for quite some time. However, the truth was I assumed that it was just the same as any other oil -- even vaseline. I stand corrected! First of all, the scent is amazingly fresh, clean and sweet. I love the smell of coconut. I've washed my face with this product several times already, massaging just a bit into my skin. A little goes a long way. Then, I used a face cloth with hot water and briskly cleaned my skin. It gave me a fresh look, but not dry or irritated. There was just enough moisure to allow my foundation to go on smoothly. Because I was careful to remove the excess coconut oil, I did not get an oily look on my face as the day went on, and my skin felt great.Incadentally, I thought my face was already clean when I applied the coconut oil, but more foundation came off on the cloth! Because this goes so far, I can imagine this 16 ounce jar lasting for months. After doing tons of housework, I massaged it into my cuticles with excellent results. It even seemed to improve my nails, preventing the annoying chipping at the edges I've been experiencing.Also, I've recently gotten into using clay masks to freshen my skin. After I thoroughly wash off the clay, I massage this coconut oil into my skin. In the morning, my skin looks amazingly refreshed and not greasy. Good, good product!",5.0
1241,A3FBM0RMCMAABV,B009M515HQ,I really enjoy the ease of these SideMates sides but they need more flavor. This one would do well with some pepper or chili's maybe even some saffron. They cook well and the directions are very easy to follow but there just isn't much flavor. It's important to say too that this is pearl couscous not regular. The best way I can describe the pearls is to say that it's almost like tapioca balls.,4.0
1433,A3VI2VETB90ZG5,B00APKBFFY,"I need to start by saying that I normally love Knorr Pasta Sides. This is the first of Knorr's ""Menu Flavors"" line that I have tried. The Pasta Sides Smokehouse Bacon Parmesan flavor is the same thing as the basic parmesan fettuccini, only now they add bacon bits for it to become a ""Menu Flavor.""I am not sure on which menu I can find this. It reminds me of my youth, when I would come home from school and make my packaged pasta, and then add bacon bits simply because there was some.The taste is decent, but it smells absolutely awful - go stick your nose in a jar of bacon bits, and imagine that wafting up from the pot as it boils.I ""like"" the product. I would eat it again, indefinitely, if it were two for a buck on sale, but I prefer Knorr's basic Pasta Sides...at least, that is what I would choose if all of the choices were sitting on the shelf full price.Another thing for me about the Menu Flavor Pasta Sides, so far, is that they do not seem to pair well with any main course. This is not too much of a hassle, considering that Knorr provides a recipe variation for what looks to be a fantastic meal when added to sauteed onions, cooked chicken and peas.I still have two more ""Menu Flavor"" Pasta Sides to try yet. I will eat this flavor again only if it is on sale. As usual, this is a two serving packet, which is loaded with thirty-four percent, per serving, of sodium.Smokehouse Bacon Parmesan tastes good, smells funky, and prepares simply in eight minutes with one and a half cups of water, one half of a cup of milk and one tablespoon of margarine is optional.",4.0
1975,AAA0TUKS5VBSA,B00H7282WW,"I first purchased Kernel Season's seasoning because it was the only thing available at my local grocery store, but since then I've been hooked.  The cheese varieties are a great way to add flavor to popcorn or almost any savory food without a lot of calories or fat.  Like those, this butter flavored version has a nice dust consistency that clings to popcorn as well as you can expect any seasoning to cling to something dry.  Unfortunately, the flavor is missing.  It tastes like salt and a hint of something milky.  I do appreciate the lack of overpowering artificial butter, which would ruin popcorn.  Instead, this just works as a nice shaker of powdered salt.",3.0
687,A3VI2VETB90ZG5,B004U8XT10,"I love using Barilla Linguine Fini for white sauce, pesto or olive oil based pasta dishes. The pasta requires only six minutes of boiling to prepare some of the best tasting store-bought noodles available. Linguine Fini is a narrow, flat and versatile pasta with both a wonderful texture, and a tender bite. To get the best from most any linguine dish, I highly recommend Barilla Linguini Fini.",5.0
1566,A1UQBFCERIP7VJ,B00BJH5A26,"Gratify Gluten Free Pretzel Twists are just like traditional pretzels in appearance, texture and flavor.  They were delivered fresh and with very few broken pieces.",5.0
1063,A3R9H6OKZHHRJD,B008JA7CRW,"First thing to note with this energy drink- I didn't feel particularly energized after drinking it.  Coffee is definitely a more effective stimulant for me.  For those who don't like coffee it's nice to have options like this, but I'm not convinced that this drink is all that effective in the energy department.  On the flavor: the flavor was fruity, but it definitely didn't taste like pomegranate and blueberry.  The most significant thing I could taste was grape juice.  I didn't think the flavor was all that good- it wasn't terrible, but I'd rather consume things that taste better than just ""not terrible.""",3.0
611,A2MNB77YGJ3CN0,B004JRO1S2,"I liked this just fine.  The name is a little misleading:  It's really not very spicy at all.  It does have a lot of flavor, however.  I've tried it on sandwiches (very good), and on tacos of various types.  I liked it best on fish tacos, with shredded lettuce and chopped tomato.  It also works well on chicken tacos and burritos.  I also liked it as a salad dressing for a ""southwestern"" salad (romaine, corn/black bean salsa, chopped tomato, a few ounces of chopped cooked chicken, mixed colby/jack cheese (or pepper jack), a few sliced black olives, and a couple of tablespoons of this sauce.  Amazon's price is quite good compared to my local grocery stores.",4.0
1473,AAA0TUKS5VBSA,B00B2JRNBM,"I've eaten meals like this that came dry (just add water) or completely mixed (soggy noodles).  The issue with both was texture.  Having noodles work well in a shelf-stable package is hard.  Barilla cleverly addressed this issue by putting the sauce in its own tray.  To prepare, peel back the lid a bit and microwave.  Next, remove the plastic carefully.  When I did this, the little sauce tray, which clings to the plastic to seal it away from the noodles, bounced up and splattered all over the counter.  Not a good first impression, but I cleaned up and continued.  To my delight, the separation of noodle and sauce was triumphant.  The noodles had a much better texture than dry or premixed packages.  The flavor was good, but not amazing.In summary, Barilla has made a thoughtful and tasty microwave bowl that doesn't sacrifice noodle texture for convenience.",4.0
613,AAA0TUKS5VBSA,B004JRO1S2,"This flavor of this sauce is very reminiscent of the Taco Bell sauce packets, which I love.  These ""creamy"" versions take that familiar flavor and add a cream base, which is very similar to salad dressing.  I actually dressed some salad with it and it was pretty amazing!  Unfortunately, the bottle is too small to make that an economical choice, and this is intended instead as a ""finishing sauce.""  For example, adding it to tacos or burgers for a little extra kick.  If you like spicy food, this will not be enough, but it adds a little heat.I'm not sure that I would buy this over the translucent sauce, but it is very good.  If you like Taco Bell sauce and want something more substantive, I think you will enjoy these creamy sauces.  I've tried the Spicy Ranchero and the Chipotle, and the former has a more polished flavor, with the latter just a bit off.",4.0
890,A2XNOB1T796Y6B,B006MONQMC,"I like stuff that you can add to water, so I was a bit excited to taste this. It boasted a lot of positives: vitamins, caffeine (yay!), and electrolytes. I like feeling like I'm getting more than just a flavoring, so the idea behind this sounded pretty good.Then I actually got the product.First the taste. It's meh. It's hard to mess up fruit punch, but this is just sort of bland. There's no *punch* to this punch and it has that strange aftertaste that you get when you use certain sweeteners or add vitamins to it. I was expecting this to a degree, but when it's mixed in with the lack of pow in the fruit punch it's very noticeable.Now for the packaging. This is just horribly designed overall. The first thing is that this is HUGE, about the size of a small bottle of soda. It's not very easy to carry with you and when it comes to exercise and such, you need portability and this bottle doesn't have it. It's good in a way since you have a lot of the product if you're really into it, but if you're hoping to have something small like a Mio bottle or a packet of Crystal Light that you can slip into your purse or bag, this isn't that item. Then there's getting into the darned thing. The pull tab under the cap is as easy as ""pull and peel"" as it claims to be. I had to use my nails to claw this off, which was just a little irritating. This in itself isn't a deal breaker like the bottle's size might be for some people, but it is aggravating.In the end this just didn't wow me enough to where I'd really want to buy this when the current bottle runs out. I can see where it could be good for someone who is dying to have the electrolytes and such, but there's got to be something better out drink-wise there that's sugar-free and low/no calorie. Flavor-wise, stick to your Crystal Light and Mio bottles. I'm giving it an additional star for the vitamins and stuff that it has with it, but otherwise this is just sort of a flop for me.",2.0
474,A2FRFAQCWZJT3Q,B0041NYV8E,I like ginger-y foods but I'm afraid this drink mix was way too ginger-hot for me.  TheGinger People Original Ginger Chews -- 3 ozis about my upper limit for ginger-heat - this drink is at least twice as hot.  I had to diffuse the heat with a generous dose of almond milk plus a shot of brandy (turned out quite tasty btw) before I could carry on drinking it.,2.0
1939,AAA0TUKS5VBSA,B00GLP9JI2,"I was a fan of the powder packets from Lipton, and this liquid form is very similar. The advantage is that it is easy to squirt however much I want, depending on my mood, with the disadvantage being that it is a bit more bulky. Still, it is a very concentrated fluid and easy to carry.The flavor of this Tropical Mango is pleasant, if a bit nondescript. The tea flavor tastes similar to the powdered Lipton tea that many of us grew up with, including the acidity. The honey flavor, with honey being the first ingredient, comes through surprisingly well. I would prefer if they avoided using the sucralose and food coloring, but I knew what I was getting into.Overall, this is a nice way to quickly inject tea flavor into water..",4.0
1605,A3VI2VETB90ZG5,B00C1CLQGC,"Mi Arroz White Rice Seasoning Mix gives rice flavor...that of high sodium content. The rice cooks up beautifully, but there is no reason for me to bother with this disappointingly nasty mix again. If I want a boxed rice on its own, I go for Rice-a-Roni every time. If I want white rice to accompany my meat with sauce or meat with gravy dishes, I rely on the main entree to flavor my plain white rice. I am unable to find a niche for Mi Arroz in either my snacking or my dining plans.There are four Mi Arroz seasoning mix packets in each box. The preparation is almost identical to that of the ""San Fransisco Treat,"" only I had to come up with a cup and a half of rice on my own. There is not one wholesome ingredient in this product, and I have no intentions of trying this mix again.",2.0
1173,A1UQBFCERIP7VJ,B009M515D0,"Side Mates Rings 'n' Cheese is different from the usual boxed macaroni and cheese because of the tiny little rings of pasta that have a very different texture from the usual elbow, very nice for a change and I think the youngsters would like it, too.I boiled the pasta in just a little more than enough water to cover it so that I wouldn't have to drain the water out and waste all that starchy goodness.  I also used half olive oil and half butter instead of all olive oil and 2% milk.The result was a thick, creamy, and tasty macaroni and cheese that cooked up fast.  It's not as good as homemade, of course, but it is definitely better than most of the boxed products.",4.0
1076,AEC90GPFKLAAW,B008YUL4CQ,"I'm a fan of citrus and floral teas, and I like them to be caffeine free so I can enjoy them in the evening and still sleep at night. I don't care for the taste of regular green tea, but I usually do like green tea with added flavors. The Lipton brand is a staple in our house, since my husband drinks iced regular black tea all year round.I brewed a cup and was pleased to see the double sided triangle bags - these seem to infuse better than the flat paper ones.  The fragrance from the steeping tea was very nice, with more citrus than jasmine.  This tea didn't get dark and strong despite the black tea in it, and I was hoping it wouldn't be too weak.I was pleasantly surprised by the delicate but identifiable flavors of the passionfruit, jasmine and orange.  I would have liked it to be stronger, but maybe that would be overwhelming with such a mix of flavors.I use stevia for sweetening, although honey or other sweeteners would do as well.  I'm pleased with this tea - for the flavor, the fragrance, and the health benefits of green tea.  It's just right for curling up with a book and relaxing.",4.0
95,AKMEY1BSHSDG7,B000MDCDJ6,"Bumble Bee Sensations lemon pepper variety is super-good! It's tasty and doesn't have an overly fishy taste, but seems very fresh. The seasoning is mild with a light lemon tang. The crackers included in this snack kit are quite bland, but still good. The Bumble Bee Sensations are ideal to keep in your desk for times when you need some ""real food"" instead of chips or candy. Perfect any time and highly recommended!",5.0
1670,A25C2M3QF9G7OQ,B00DBSFXLY,"I'm a huge Cheez-It fan and, while these won't replace my normal white cheddar Cheeze-it habit, they are quite tasty! The flavor is much like a nacho chip, with a pronounced chili pepper taste. It's a bit spicy compared with a regular Cheeze-It, but not so much that I would call it ""hot."" A mild medium at best.Unlike a nacho chip, there's more of a cheese flavor under the spices. The flavors work well together.I didn't even bother looking at the nutritional info since I'm sure these are not what one would consider part of a healthy diet. But once in a while, gotta have some chips!Excellent add-on to the Cheeze-It line. Highly recommend.",5.0
1703,A3PD8JD9L4WEII,B00DBSG2NC,"These are better than I expected as far as taste and quality.  They have a great rich chocolate taste, better than average, I'd say.  As others have mentioned they are like the vanilla wafer cookies you may be familiar with, only drenched in chocolate.  Very tasty and satisfying.  My only hesitation is the price for only 6 ""sticks"".  Seems quite high to me.",4.0
824,A1ITRGMT80D5TK,B005XVZKGA,I liked the idea of Caffeinated Water.  It's a great option for me while I'm dieting.  The only thing I drink day in and day out is water and black coffee.  I hate diet pop so I only allow myself a Coke about once a week.  This is a great way for me to get some caffeine while I'm depriving myself of pop.This water doesn't taste bad but I wouldn't say it tastes great either.  I'm kinda picky when it comes to drinking bottled water.  I have 1 or 2 brands that I really like while I never buy any of the others because I'm not big on the taste.  If this water was laying I'd drink it.  If it were on sale I might buy it but unfortunately the taste isn't good enough that I'll be going out and buying this often.,3.0
1007,A2V92F5R7MLCVI,B0084ZZ5PI,"Strange, that when one thinks of green tea, one feels that there will be no caffeine; yet this energy drink says it gets its' power from green tea extract. The web site and the bottle differ on their ingredient measurements - with the bottle saying 35 mg of sodium and the web site saying 40, carbs are different, 12 vs. 11 and the calories are listed on the bottle as 50 and the site says 40. Either way it seems like a lot of calories for 2.5 fluid ounces.It tasted very good at first but then leaves a slight metal aftertaste. It does have a very strong berry flavor which, for the most part is okay. However, the promised shot of energy never materialized. I've had more of an energy shot from a caffeinated soda.",3.0
558,ALSAOZ1V546VT,B004E4HUMY,"I leave these MIO Sweet Tea drops in my desk for the water at work. The office provides ""purified"" water which has a flat taste -- until I pump up the flavor with a few drops of this! It turns your water bottle into a nice glass of sweet tea. These are so handy, I always have one around!",5.0
1884,A2YKWYC3WQJX5J,B00DUQDIMI,"Lipton has certainly discovered the right variety of mint for this tea.With a fresh, snappy flavor, it is both refreshing and relaxing at the same time.I like to mix it with black tea when I make iced tea, and plain with a bit of sugar when drinking it hot.Nice option when you don't want the jitters of caffeine.",4.0
288,A1UQBFCERIP7VJ,B0025UK92C,"King Oscar Sardines in Extra Virgin Olive Oil are brisling caught in the frigid waters of the Norwegian Sea and then smoked and packed by hand in Gniewino, Poland, for Bumble Bee.  The slight smokiness and saltiness complement the natural flavor of the fish.  These are good quality sardines, smallish and with a nice texture.The can is quite easy to open but be careful of the sharp edges.This particular type of sardine is very good in Mark Bittman's version of a simple Sicilian dish, &#34;Pasta With Sardines, Bread Crumbs and Capers,&#34; although I like to add lemon juice to his recipe.  The olive oil in the tin absorbs the flavor of the fish and is the secret to the pasta's wonderful taste.Sardines are a good source of omega-3 fatty acids, calcium, and vitamins B-12 and D.",5.0
1177,A2YKWYC3WQJX5J,B009M515D0,"....however, if I try this again, I'll use the boiled method.I followed the directions for microwaving this product. Hot water in a bowl, then pour in the pasta. The pasta smelled so fresh and delightful that I quickly grabbed the box to check what the secret ingredient is....Rosemary extract! Wow, that really gave a nice aroma. Pop in the microwave, and stir every few minutes. Stirring is very important, it quickly bubbles over if you don't.Add milk, butter, and the cheese packet.I found that I needed more milk than the suggested 4 tablespoons.While the flavor was ok, I think the microwave method makes for a sticky, clumpy, mac n cheese. I can't really knock a star off for that because that's just the way it goes with microwave and even the 'no boil' types of baked pastas.",3.0
680,A2V92F5R7MLCVI,B004U49QU2,"Chips Ahoy new cookies are really not gooey or even mega fudge. Many other cookies are far more fudgey and far more gooey. They are okay to eat, if you do not mind a slight grainy texture. I did receive these on a warm 90+ degree day and tried them immediately, they were much better warm - like right out from the oven. The packaging is also done well, even after shipping there was very little breakage, which means these would travel well, and since they really aren't all that gooey they are not quite as messy as some others.Two cookies are about 150 calories, quite a lot for a cookie such as this, there is also 7 grams of fat and  110 mg of sodium, 21 g of carbohydrates. You need to weigh! the diet choices and decide if these are worth all of that to you. Personally I do not think these will be on my future shopping list.",3.0
1774,A3FBM0RMCMAABV,B00DBSGJ9O,"The flavor is fantastic, the texture is perfect. These are a great snack to grab on the go or just when you need a little something at 3pm to get you through the day. They offer a full day of vitamin C which I love. The ingredients are not great, but if you eat the recommended serving size (one pouch) they are not going to make or break your day nutritionally.",5.0
1230,A34BZM6S9L7QI4,B009M515HQ,"Normally I shy away from pre packaged convenience foods.  When we eat out I have no control over what goes in the food.  But at home, I feel I should try to keep it healthy.I have to say, this was sent to us to test and give honest feedback.  Honestly, I really like this.  I was pleased to see the ingredients list.  I was happy with how easy this was to prepare.  And I was really happy with the texture and taste.  I never expected to give a pre packaged food four stars...but that's all the more reason to give them.The Tuscan Medley is an interesting flavor.  My son loved it more than I do.  But I didn't dislike it.  There are just other flavors of this product that I enjoyed more.",4.0
1766,A2V92F5R7MLCVI,B00DBSGJ4E,"This is a fruit gummy that has as its 1st ingredient corn syrup then sugar - it is sweet. Then it has apple puree and way down -8th on the list we come to natural strawberry flavor.There are 10 pouches in the box, each contains 70 calories. The good is they do not stick to your teeth, but they do taste so very artificial. There are original gummies for sale that quite frankly give more flavor.The pouches are an added convenience for packing in lunches or carrying around or stowing in your desk for a quick snack and at 70 calories of mostly sugar they do provide a quick pick up.",3.0
393,A1W415JP5WEAJK,B003EXVM4S,"I actually had the opportunity to try three different Barilla products and if you, like me, are somewhat of a novice, here is the ""skinny"" on whole grain thin spaghetti compared to two very similar products.Linguini Fini - Fini means fine, and the linguine fine is fine FLAT noodles. That is right, unlike spaghetti, these are actually FLAT noodles, although very small.Spaghetti - you have probably had this on your plate. It is a round noodle about the size of a pencil lead.Thin Spaghetti - like spaghetti, except smaller.This particular spaghetti has at least 50% Whole Grain and has 6 grams of fiber as well as 7 grams of protein per serving. The 41 grams of carbohydrate are offset by the fact that 6 grams are from fiber, making it 35 grams of carbs you need to worry about. It cooks quickly and has a very good taste and texture.I usually use a thicker spaghetti, so I really did enjoy having it. It comes with a recipe for Brussels Sprouts, Zucchini, & Yellow Squash, but I like to stick with the simple, a marinara sauce and ground beef for me. :-)Family approved! Healthy as well.",5.0
1811,A2OCDK0BOW6UCY,B00DILCU92,"These bars have an interesting chewy crunchy texture. There is plenty of grainy goodness but the chocolate was minimal. Gluten free and made with non-GMO ingredients, each bar contains oats, millet, quinoa, amaranth and buckwheat. It has a pleasing mild sweetness that mellows the graininess.  The softer texture and cellophane envelope make it easy to transport. However, I was really missing the chocolate. Don't label it double chocolate chunk when the chunks are chips and few and far between.  While not bad as an occasional snack I would not go out of my way for it.",3.0
521,A3OXHLG6DIBRW8,B004CYLW7A,"This Kellogg's ""Crunchy Nut"" cereal is very good tasting and is fairly filling. The honey, nut, and cereal flavors are well balanced and work well together, reminding me of Honey Nut Cheerios.While my kids really liked these, they are high in sugar (10g per serving) which makes it more of ""treat"" for us rather than a breakfast staple.Recommended, based on the flavor not on the health aspects!CFH",4.0
1227,A2V92F5R7MLCVI,B009M515HG,"Couscous has become one of the foods that anyone wanting to eat healthy might think of adding to their diet. This side dish has salt and sugar among other ingredients added to help create what the manufactures hope is a tasty side dish.This side dish is much lighter in the garlic flavor tha I like, so I would up adding more to it.It might be a better move to just buy the couscous themselves and add your own garlic and parsley.It would cost less and be better for you.",2.0
669,AQLL2R1PPR46X,B004U43ZO0,"These are all right.  I probably liked chips ahoy! cookies more as a child than I do now.  They taste fake, look kind of gross and just aren't very good overall.  The chewy fudge in the middle is pretty lacking, but it does make the cookies softer than your normal chips ahoy! cookie.  They are slightly better warmed up, but I can't say I'd recommend them.  There are so many better cookies out there worth buying.  Not to even get into the ingredient list, which contains nothing decent for you.  I'll pass.",3.0
76,A3R9H6OKZHHRJD,B000G6MBVE,"It was only a matter of time before sriracha infiltrated the potato chip world.  These chips give the expected kettle chip thickness and crunch, along with a strong flavor of spicy sriracha.  If you've never had sriracha before, be advised, these chips are spicy!  It's not possible to plow through half a giant bag due to spiciness (at least for me, and you can decide whether that's a good or bad thing).  If you've never tasted sriracha before, I find that it tastes like fairly generic hot sauce.  Spice on!",4.0
362,A36WGHR8TO5DKT,B002RBTV78,"If you've had these truffle-like balls before, you know that, rather like an egg, each one has a little air space pocket inside the outer chocolate shell, with the rest of the interior being filled with a soft, truffle-like chocolate creme filling.While these taste fine, many of them have the look of having softened from heat at some point, such that the outer shell has deformed where the air pockets are, so they aren't perfectly round.  For that reason, you would probably want to avoid giving these as gifts.Still, otherwise, they taste the way they are supposed to and, since I got these from Amazon at about one-half of the price I've seen them marketed for elsewhere, I am okay with what I received.  I would not risk ordering these during warm weather, however.  These candies seem extra-prone to melting.I like to keep these in the refrigerator and consume them cold, which I find enhances and maximizes the flavors and textures.  When they are too warm, they go a bit soft, and the interior can get close to being a little runny.",4.0
876,A1UQBFCERIP7VJ,B006J4MAHW,"Nature's Path Organic Love Crunch is a rolled-oat granola with little chunks of dark chocolate and bits of freeze-dried strawberries and raspberries.  The quality of the ingredients is very good so it does tastes fresh and it is quite crunchy.My primary criticism is that it is much too sweet to eat for breakfast:  it even turns the milk sweet and gives it a slight chocolate flavor.  This granola is much better eaten dry as a dessert.  It would also be good as a topping for apple crisp.The suggested serving size of 1/4 cup has 140 calories and I would think a normal serving would be much larger than that, possibly a full cup or 560 calories. About half the bag arrived in tiny pieces from shipping so even the suggested quarter cup would probably contain more calories and it is not low-fat, either.  3/4 cup has 27% of the suggested daily value for fat.Note:  ""evaporated cane juice"" is better known as ""sugar"".Ingredients:  Rolled oats, evaporated cane juice, soy oil, spelt, dark chocolate chunks (evaporated cane juice, chocolate liquor, cocoa butter, soy lecithin, vanilla), flax seed, dried coconut, cocoa, freeze dried berry blend (freeze-dried strawberries, freeze-dried raspberries), rice starch, sea salt, natural chocolate flavor, natural vanilla flavor, tocopherols (natural vitamin E).Nutrition Facts:Serving size 1/4 cup (30g)Servings per container:  about 10 (total in package is 11.5 oz or 325 g)Per serving:Calories - 140Calories from fat - 55Total fat - 6 gSaturated fat - 1gTrans fat - 0 gPolyunsaturated fat - 3 gMonounsaturated fat - 15 gCholesterol - 0 mgSodium - 55 mgPotassium - 105 mgTotal carbohydrates - 20 gDietary fiber - 2 gSugars - 6 gProtein - 2 gVitamin A - 0%Vitamin C - 2%Calcium - 0%Iron - 4%",4.0
477,A3OXHLG6DIBRW8,B0041NYV8E,"This Gold Kili ""Ginger & Lemon Beverage Mix"" is quite strong if an entire packet is used in a normal 12oz sized cup, but just about right (for me) at half strength. This is an interesting combination of flavors, with the ginger being significantly more prominent than the more subtle lemon and honey.I first tried this made hot on a morning with a sore throat (likely from snoring) and found it to be nicely soothing and enjoyable (at half strength). Later in the day we tried it cold and, while it was drinkable, it was not as good and really reminded us more of a medical concoction (couldn't even imagine how overpowering it would be at full strength).So, at half strength, this is a very nice warm ginger beverage that works wonders on a rough throat but, for my tastes, a little too much as a cold drink.Recommended, with the caveats above.CFH",4.0
1825,A34BZM6S9L7QI4,B00DS842HS,"This is a very high quality coconut oil.  We use a lot of coconut oil in our cooking, and especially for popping popcorn.  This is bright white and very pure.  We are very pleased with this product.I also rub this on my skin as a moisturizer and occasionally use it as a deep conditioner for my hair.",5.0
1987,A1UQBFCERIP7VJ,B00H889MGK,"Chia (Salvia hispanica) seeds are an excellent source of fiber and protein, as well as omega-3 and omega-6 fatty acids and several minerals.Chia seeds are hydrophilic and absorb a significant amount of water, creating a gelatinous texture that thickens a smoothie without affecting the flavor.  A tablespoon or two significantly boosts the nutritional value and adds bulk.Chia seeds can also be sprouted for a crunchy green treat with active enzymes extra vitamins.  These sprout in just a couple of days.I have used many Viva lab products and they are of consistently good quality.  These chia seeds are certified organic and are packaged in a heavy resealable bag labelled with origin (Paraguay for my bag) and an expiration date about two years out.Viva Labs provided chia seeds for evaluation and review.",5.0
148,A3NHUQ33CFH3VM,B001E4Q5GO,My kids love chocolate.  Cocoa is healthy.  Refined sugar isn't.  This hot cocoa uses very little sugar compared to others.  I will definitely buy it when I see it at the big box store.,5.0
77,A1GQAKL9CGQLP1,B000G6MBVE,"The texture and crunch of these chips are amazing.  And the taste is just perfect.  They are high in calories - 150 calories for about 13 chips.  One serving, or 13 chips, contains about 15% of your fat.  Good news is sodium is low - about 5%.  No sugar.  5% carbs.So, there's no real nutrition to speak of, somewhat high in calories and fat for a small amount.  But for a treat occasionally, 4th of July picnic, why not splurge? There aren't better tasting chips out there.  I like the dark ones, too.  The company seems to support environmental endeavors, which is a plus.",5.0
